station,name,date,latitude,longitude,elevation,precipitation
CA008401703,GANDER INTL A,2016-05-03,48.9333,-54.5667,151.0,58
CA008401703,GANDER INTL A,2016-05-04,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-05,48.9333,-54.5667,151.0,146
CA008401703,GANDER INTL A,2016-05-06,48.9333,-54.5667,151.0,226
CA008401703,GANDER INTL A,2016-05-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-08,48.9333,-54.5667,151.0,126
CA008401703,GANDER INTL A,2016-05-09,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-10,48.9333,-54.5667,151.0,32
CA008401703,GANDER INTL A,2016-05-11,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-05-12,48.9333,-54.5667,151.0,62
CA008401703,GANDER INTL A,2016-05-13,48.9333,-54.5667,151.0,22
CA008401703,GANDER INTL A,2016-05-14,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-15,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-16,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-17,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-05-18,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-19,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-20,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-21,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-22,48.9333,-54.5667,151.0,42
CA008401703,GANDER INTL A,2016-05-23,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-24,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-25,48.9333,-54.5667,151.0,94
CA008401703,GANDER INTL A,2016-05-26,48.9333,-54.5667,151.0,168
CA008401703,GANDER INTL A,2016-05-27,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-05-28,48.9333,-54.5667,151.0,146
CA008401703,GANDER INTL A,2016-05-29,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-05-30,48.9333,-54.5667,151.0,88
CA008401703,GANDER INTL A,2016-05-31,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-06-01,48.9333,-54.5667,151.0,46
CA008401703,GANDER INTL A,2016-06-02,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-03,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-04,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-05,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-06,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-08,48.9333,-54.5667,151.0,44
CA008401703,GANDER INTL A,2016-06-09,48.9333,-54.5667,151.0,172
CA008401703,GANDER INTL A,2016-06-10,48.9333,-54.5667,151.0,14
CA008401703,GANDER INTL A,2016-06-11,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-06-12,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-06-13,48.9333,-54.5667,151.0,166
CA008401703,GANDER INTL A,2016-06-14,48.9333,-54.5667,151.0,33
CA008401703,GANDER INTL A,2016-06-15,48.9333,-54.5667,151.0,98
CA008401703,GANDER INTL A,2016-06-16,48.9333,-54.5667,151.0,62
CA008401703,GANDER INTL A,2016-06-17,48.9333,-54.5667,151.0,22
CA008401703,GANDER INTL A,2016-06-18,48.9333,-54.5667,151.0,12
CA008401703,GANDER INTL A,2016-06-19,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-20,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-21,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-22,48.9333,-54.5667,151.0,10
CA008401703,GANDER INTL A,2016-06-23,48.9333,-54.5667,151.0,62
CA008401703,GANDER INTL A,2016-06-24,48.9333,-54.5667,151.0,22
CA008401703,GANDER INTL A,2016-06-25,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-26,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-27,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-28,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-06-29,48.9333,-54.5667,151.0,88
CA008401703,GANDER INTL A,2016-06-30,48.9333,-54.5667,151.0,156
CA008401703,GANDER INTL A,2016-07-01,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-07-02,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-03,48.9333,-54.5667,151.0,96
CA008401703,GANDER INTL A,2016-07-04,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-07-05,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-07-06,48.9333,-54.5667,151.0,266
CA008401703,GANDER INTL A,2016-07-07,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-07-08,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-09,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-10,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-11,48.9333,-54.5667,151.0,334
CA008401703,GANDER INTL A,2016-07-12,48.9333,-54.5667,151.0,120
CA008401703,GANDER INTL A,2016-07-13,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-14,48.9333,-54.5667,151.0,16
CA008401703,GANDER INTL A,2016-07-15,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-16,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-07-17,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-18,48.9333,-54.5667,151.0,42
CA008401703,GANDER INTL A,2016-07-19,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-20,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-07-21,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-07-22,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-07-23,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-07-24,48.9333,-54.5667,151.0,62
CA008401703,GANDER INTL A,2016-07-25,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-26,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-27,48.9333,-54.5667,151.0,70
CA008401703,GANDER INTL A,2016-07-28,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-07-29,48.9333,-54.5667,151.0,22
CA008401703,GANDER INTL A,2016-07-30,48.9333,-54.5667,151.0,150
CA008401703,GANDER INTL A,2016-07-31,48.9333,-54.5667,151.0,36
CA008401703,GANDER INTL A,2016-08-01,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-08-02,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-03,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-08-04,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-05,48.9333,-54.5667,151.0,78
CA008401703,GANDER INTL A,2016-08-06,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-08-07,48.9333,-54.5667,151.0,34
CA008401703,GANDER INTL A,2016-08-08,48.9333,-54.5667,151.0,84
CA008401703,GANDER INTL A,2016-08-09,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-08-10,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-11,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-12,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-13,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-14,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-15,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-16,48.9333,-54.5667,151.0,16
CA008401703,GANDER INTL A,2016-08-17,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-18,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-19,48.9333,-54.5667,151.0,18
CA008401703,GANDER INTL A,2016-08-20,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-21,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-22,48.9333,-54.5667,151.0,12
CA008401703,GANDER INTL A,2016-08-23,48.9333,-54.5667,151.0,48
CA008401703,GANDER INTL A,2016-08-24,48.9333,-54.5667,151.0,30
CA008401703,GANDER INTL A,2016-08-25,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-26,48.9333,-54.5667,151.0,58
CA008401703,GANDER INTL A,2016-08-27,48.9333,-54.5667,151.0,236
CA008401703,GANDER INTL A,2016-08-28,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-08-29,48.9333,-54.5667,151.0,160
CA008401703,GANDER INTL A,2016-08-30,48.9333,-54.5667,151.0,296
CA008401703,GANDER INTL A,2016-08-31,48.9333,-54.5667,151.0,12
CA008401703,GANDER INTL A,2016-09-01,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-02,48.9333,-54.5667,151.0,10
CA008401703,GANDER INTL A,2016-09-03,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-09-04,48.9333,-54.5667,151.0,14
CA008401703,GANDER INTL A,2016-09-05,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-06,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-08,48.9333,-54.5667,151.0,54
CA008401703,GANDER INTL A,2016-09-09,48.9333,-54.5667,151.0,184
CA008401703,GANDER INTL A,2016-09-10,48.9333,-54.5667,151.0,16
CA008401703,GANDER INTL A,2016-09-11,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-09-12,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-09-13,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-14,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-15,48.9333,-54.5667,151.0,46
CA008401703,GANDER INTL A,2016-09-16,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-17,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-18,48.9333,-54.5667,151.0,98
CA008401703,GANDER INTL A,2016-09-19,48.9333,-54.5667,151.0,38
CA008401703,GANDER INTL A,2016-09-20,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-21,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-22,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-23,48.9333,-54.5667,151.0,56
CA008401703,GANDER INTL A,2016-09-24,48.9333,-54.5667,151.0,30
CA008401703,GANDER INTL A,2016-09-25,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-26,48.9333,-54.5667,151.0,86
CA008401703,GANDER INTL A,2016-09-27,48.9333,-54.5667,151.0,46
CA008401703,GANDER INTL A,2016-09-28,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-09-29,48.9333,-54.5667,151.0,334
CA008401703,GANDER INTL A,2016-09-30,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-01,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-02,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-03,48.9333,-54.5667,151.0,32
CA008401703,GANDER INTL A,2016-10-04,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-05,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-06,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-08,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-09,48.9333,-54.5667,151.0,28
CA008401703,GANDER INTL A,2016-10-10,48.9333,-54.5667,151.0,1532
CA008401703,GANDER INTL A,2016-10-11,48.9333,-54.5667,151.0,78
CA008401703,GANDER INTL A,2016-10-12,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-13,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-14,48.9333,-54.5667,151.0,12
CA008401703,GANDER INTL A,2016-10-15,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-10-16,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-17,48.9333,-54.5667,151.0,38
CA008401703,GANDER INTL A,2016-10-18,48.9333,-54.5667,151.0,10
CA008401703,GANDER INTL A,2016-10-19,48.9333,-54.5667,151.0,48
CA008401703,GANDER INTL A,2016-10-20,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-10-21,48.9333,-54.5667,151.0,24
CA008401703,GANDER INTL A,2016-10-22,48.9333,-54.5667,151.0,382
CA008401703,GANDER INTL A,2016-10-23,48.9333,-54.5667,151.0,24
CA008401703,GANDER INTL A,2016-10-24,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-10-25,48.9333,-54.5667,151.0,39
CA008401703,GANDER INTL A,2016-10-26,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-10-27,48.9333,-54.5667,151.0,9
CA008401703,GANDER INTL A,2016-10-28,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-10-29,48.9333,-54.5667,151.0,72
CA008401703,GANDER INTL A,2016-10-30,48.9333,-54.5667,151.0,50
CA008401703,GANDER INTL A,2016-10-31,48.9333,-54.5667,151.0,20
CA008401703,GANDER INTL A,2016-11-01,48.9333,-54.5667,151.0,102
CA008401703,GANDER INTL A,2016-11-02,48.9333,-54.5667,151.0,56
CA008401703,GANDER INTL A,2016-11-03,48.9333,-54.5667,151.0,56
CA008401703,GANDER INTL A,2016-11-04,48.9333,-54.5667,151.0,32
CA008401703,GANDER INTL A,2016-11-05,48.9333,-54.5667,151.0,8
CA008401703,GANDER INTL A,2016-11-06,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-08,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-09,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-10,48.9333,-54.5667,151.0,44
CA008401703,GANDER INTL A,2016-11-11,48.9333,-54.5667,151.0,24
CA008401703,GANDER INTL A,2016-11-12,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-11-13,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-11-14,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-15,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-16,48.9333,-54.5667,151.0,72
CA008401703,GANDER INTL A,2016-11-17,48.9333,-54.5667,151.0,50
CA008401703,GANDER INTL A,2016-11-18,48.9333,-54.5667,151.0,72
CA008401703,GANDER INTL A,2016-11-19,48.9333,-54.5667,151.0,100
CA008401703,GANDER INTL A,2016-11-20,48.9333,-54.5667,151.0,76
CA008401703,GANDER INTL A,2016-11-21,48.9333,-54.5667,151.0,42
CA008401703,GANDER INTL A,2016-11-22,48.9333,-54.5667,151.0,58
CA008401703,GANDER INTL A,2016-11-23,48.9333,-54.5667,151.0,116
CA008401703,GANDER INTL A,2016-11-24,48.9333,-54.5667,151.0,6
CA008401703,GANDER INTL A,2016-11-25,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-11-26,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-11-27,48.9333,-54.5667,151.0,198
CA008401703,GANDER INTL A,2016-11-28,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-11-29,48.9333,-54.5667,151.0,18
CA008401703,GANDER INTL A,2016-11-30,48.9333,-54.5667,151.0,44
CA008401703,GANDER INTL A,2016-12-01,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-02,48.9333,-54.5667,151.0,82
CA008401703,GANDER INTL A,2016-12-03,48.9333,-54.5667,151.0,36
CA008401703,GANDER INTL A,2016-12-04,48.9333,-54.5667,151.0,18
CA008401703,GANDER INTL A,2016-12-05,48.9333,-54.5667,151.0,13
CA008401703,GANDER INTL A,2016-12-06,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-07,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-08,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-09,48.9333,-54.5667,151.0,138
CA008401703,GANDER INTL A,2016-12-10,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-11,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-12-12,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-13,48.9333,-54.5667,151.0,68
CA008401703,GANDER INTL A,2016-12-14,48.9333,-54.5667,151.0,14
CA008401703,GANDER INTL A,2016-12-15,48.9333,-54.5667,151.0,100
CA008401703,GANDER INTL A,2016-12-16,48.9333,-54.5667,151.0,46
CA008401703,GANDER INTL A,2016-12-17,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-18,48.9333,-54.5667,151.0,162
CA008401703,GANDER INTL A,2016-12-19,48.9333,-54.5667,151.0,2
CA008401703,GANDER INTL A,2016-12-20,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-21,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-12-22,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-23,48.9333,-54.5667,151.0,4
CA008401703,GANDER INTL A,2016-12-24,48.9333,-54.5667,151.0,10
CA008401703,GANDER INTL A,2016-12-25,48.9333,-54.5667,151.0,172
CA008401703,GANDER INTL A,2016-12-26,48.9333,-54.5667,151.0,28
CA008401703,GANDER INTL A,2016-12-27,48.9333,-54.5667,151.0,24
CA008401703,GANDER INTL A,2016-12-28,48.9333,-54.5667,151.0,24
CA008401703,GANDER INTL A,2016-12-29,48.9333,-54.5667,151.0,0
CA008401703,GANDER INTL A,2016-12-30,48.9333,-54.5667,151.0,112
CA008401703,GANDER INTL A,2016-12-31,48.9333,-54.5667,151.0,38
CA008202251,HALIFAX INTL A,2016-01-01,44.8833,-63.5167,145.0,7
CA008202251,HALIFAX INTL A,2016-01-02,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-03,44.8833,-63.5167,145.0,6
CA008202251,HALIFAX INTL A,2016-01-04,44.8833,-63.5167,145.0,4
CA008202251,HALIFAX INTL A,2016-01-05,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-06,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-07,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-08,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-09,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-10,44.8833,-63.5167,145.0,50
CA008202251,HALIFAX INTL A,2016-01-11,44.8833,-63.5167,145.0,416
CA008202251,HALIFAX INTL A,2016-01-12,44.8833,-63.5167,145.0,20
CA008202251,HALIFAX INTL A,2016-01-13,44.8833,-63.5167,145.0,174
CA008202251,HALIFAX INTL A,2016-01-14,44.8833,-63.5167,145.0,2
CA008202251,HALIFAX INTL A,2016-01-15,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-16,44.8833,-63.5167,145.0,392
CA008202251,HALIFAX INTL A,2016-01-17,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-18,44.8833,-63.5167,145.0,4
CA008202251,HALIFAX INTL A,2016-01-19,44.8833,-63.5167,145.0,60
CA008202251,HALIFAX INTL A,2016-01-20,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-21,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-22,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-23,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-24,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-25,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-26,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-27,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-28,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-01-29,44.8833,-63.5167,145.0,324
CA008202251,HALIFAX INTL A,2016-01-30,44.8833,-63.5167,145.0,4
CA008202251,HALIFAX INTL A,2016-01-31,44.8833,-63.5167,145.0,28
CA008202251,HALIFAX INTL A,2016-02-01,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-02,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-03,44.8833,-63.5167,145.0,6
CA008202251,HALIFAX INTL A,2016-02-04,44.8833,-63.5167,145.0,122
CA008202251,HALIFAX INTL A,2016-02-05,44.8833,-63.5167,145.0,326
CA008202251,HALIFAX INTL A,2016-02-06,44.8833,-63.5167,145.0,4
CA008202251,HALIFAX INTL A,2016-02-07,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-08,44.8833,-63.5167,145.0,160
CA008202251,HALIFAX INTL A,2016-02-09,44.8833,-63.5167,145.0,90
CA008202251,HALIFAX INTL A,2016-02-10,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-11,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-12,44.8833,-63.5167,145.0,10
CA008202251,HALIFAX INTL A,2016-02-13,44.8833,-63.5167,145.0,25
CA008202251,HALIFAX INTL A,2016-02-14,44.8833,-63.5167,145.0,32
CA008202251,HALIFAX INTL A,2016-02-15,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-16,44.8833,-63.5167,145.0,24
CA008202251,HALIFAX INTL A,2016-02-17,44.8833,-63.5167,145.0,150
CA008202251,HALIFAX INTL A,2016-02-18,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-19,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-20,44.8833,-63.5167,145.0,127
CA008202251,HALIFAX INTL A,2016-02-21,44.8833,-63.5167,145.0,4
CA008202251,HALIFAX INTL A,2016-02-22,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-23,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-24,44.8833,-63.5167,145.0,81
CA008202251,HALIFAX INTL A,2016-02-25,44.8833,-63.5167,145.0,310
CA008202251,HALIFAX INTL A,2016-02-26,44.8833,-63.5167,145.0,2
CA008202251,HALIFAX INTL A,2016-02-27,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-28,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-02-29,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-01,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-02,44.8833,-63.5167,145.0,362
CA008202251,HALIFAX INTL A,2016-03-03,44.8833,-63.5167,145.0,2
CA008202251,HALIFAX INTL A,2016-03-04,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-05,44.8833,-63.5167,145.0,222
CA008202251,HALIFAX INTL A,2016-03-06,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-07,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-08,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-09,44.8833,-63.5167,145.0,20
CA008202251,HALIFAX INTL A,2016-03-10,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-11,44.8833,-63.5167,145.0,88
CA008202251,HALIFAX INTL A,2016-03-12,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-13,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-14,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-15,44.8833,-63.5167,145.0,20
CA008202251,HALIFAX INTL A,2016-03-16,44.8833,-63.5167,145.0,38
CA008202251,HALIFAX INTL A,2016-03-17,44.8833,-63.5167,145.0,10
CA008202251,HALIFAX INTL A,2016-03-18,44.8833,-63.5167,145.0,44
CA008202251,HALIFAX INTL A,2016-03-19,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-20,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-21,44.8833,-63.5167,145.0,194
CA008202251,HALIFAX INTL A,2016-03-22,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-23,44.8833,-63.5167,145.0,38
CA008202251,HALIFAX INTL A,2016-03-24,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-25,44.8833,-63.5167,145.0,200
CA008202251,HALIFAX INTL A,2016-03-26,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-27,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-28,44.8833,-63.5167,145.0,203
CA008202251,HALIFAX INTL A,2016-03-29,44.8833,-63.5167,145.0,11
CA008202251,HALIFAX INTL A,2016-03-30,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-03-31,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-04-01,44.8833,-63.5167,145.0,217
CA008202251,HALIFAX INTL A,2016-04-02,44.8833,-63.5167,145.0,98
CA008202251,HALIFAX INTL A,2016-04-03,44.8833,-63.5167,145.0,90
CA008202251,HALIFAX INTL A,2016-04-04,44.8833,-63.5167,145.0,82
CA008202251,HALIFAX INTL A,2016-04-05,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-04-06,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-04-07,44.8833,-63.5167,145.0,2
CA008202251,HALIFAX INTL A,2016-04-08,44.8833,-63.5167,145.0,164
CA008202251,HALIFAX INTL A,2016-04-09,44.8833,-63.5167,145.0,5
CA008202251,HALIFAX INTL A,2016-04-10,44.8833,-63.5167,145.0,135
CA008202251,HALIFAX INTL A,2016-04-11,44.8833,-63.5167,145.0,20
CA008202251,HALIFAX INTL A,2016-04-12,44.8833,-63.5167,145.0,41
CA008202251,HALIFAX INTL A,2016-04-13,44.8833,-63.5167,145.0,126
CA008202251,HALIFAX INTL A,2016-04-14,44.8833,-63.5167,145.0,270
CA008202251,HALIFAX INTL A,2016-04-15,44.8833,-63.5167,145.0,259
CA008202251,HALIFAX INTL A,2016-04-16,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-04-17,44.8833,-63.5167,145.0,0
CA008202251,HALIFAX INTL A,2016-04-18,44.8833,-63.5167,145.0,0
