name,population,area,latitude,longitude
Columbia,129272,349389396.0,34.000555555556,-81.044166666667
Denton,113383,231327378.0,33.216666666667,-97.133333333333
Carrollton,126700,96100000.0,32.99,-96.893333333333
Surprise,117517,273891242.0,33.629194444444,-112.36779722222
Roseville,104655,,38.7525,-121.28944444444
Sterling Heights,129699,95311562.0,42.580277777778,-83.030277777778
Murfreesboro,108755,101527533.0,35.846143,-86.392078
Gainesville,128460,161600000.0,29.665277777778,-82.336111111111
Cedar Rapids,126326,186660443.0,41.983333333333,-91.668611111111
Visalia,130753,93928508.0,36.317222222222,-119.33194444444
Coral Springs,121096,,26.270555555556,-80.259166666667
New Haven,130282,52000000.0,41.308333333333,-72.925
Stamford,128278,134938380.0,41.096666666667,-73.552222222222
Thousand Oaks,126683,142918133.0,34.189444444444,-118.875
Concord,125880,79114000.0,37.978055555556,-122.03111111111
Elizabeth,124969,34873000.0,40.662222222222,-74.209166666667
Lafayette,120687,127427415.0,30.216666666667,-92.033333333333
Kent,92411,88551693.0,47.382777777778,-122.22694444444
Topeka,127473,159210000.0,39.033333333333,-95.683333333333
Simi Valley,124237,109419227.0,34.270833,-118.739167
Santa Clara,122192,47675000.0,37.35,-121.96666666667
Athens,115452,306200000.0,33.955277777778,-83.383055555556
Hartford,124893,46619785.0,41.763333333333,-72.685
Victorville,115903,190988313.0,34.536111111111,-117.28833333333
Abilene,117063,286500000.0,32.446388888889,-99.745555555556
Norman,110925,490600000.0,35.221666666667,-97.418333333333
Vallejo,115942,128300000.0,38.104088,-122.256638
Berkeley,112580,45833000.0,37.870277777778,-122.26805555556
Round Rock,109821,68116687.0,30.515,-97.6725
Ann Arbor,113934,74332658.0,42.275277777778,-83.730833333333
Fargo,105549,126443219.0,46.877222222222,-96.789444444444
Columbia,108500,164464245.0,38.948333333333,-92.333888888889
Allentown,119104,46619785.0,40.6,-75.483333333333
Evansville,117429,115570000.0,37.974722222222,-87.555833333333
Beaumont,118296,222600000.0,30.08,-94.126666666667
Odessa,110720,113959476.0,31.863333333333,-102.36555555556
Wilmington,109922,107484506.0,34.223333333333,-77.912222222222
Arvada,106433,92616000.0,39.8027644,-105.0874842
Independence,116830,202670000.0,39.083333333333,-94.416666666667
Provo,116288,114400000.0,40.244444444444,-111.66083333333
Lansing,114297,95000763.0,42.7335,-84.5467
El Monte,113475,24988205.0,34.073333333333,-118.0275
Springfield,117006,,39.783333333333,-89.650277777778
Fairfield,105321,97475000.0,38.257777777778,-122.05416666667
Clearwater,107685,101600000.0,27.973611111111,-82.764166666667
Peoria,115828,,40.720833333333,-89.609444444444
Rochester,106769,141801849.0,44.0234,-92.46295
Carlsbad,105328,101295000.0,33.121944444444,-117.29694444444
Westminster,106114,85210608.0,39.836111111111,-105.03722222222
West Jordan,108383,80030632.0,40.606388888889,-111.97611111111
Pearland,108715,122900000.0,29.5544,-95.2958
Richardson,99223,74200000.0,32.965555555556,-96.715833333333
Downey,111772,32551000.0,33.938055555556,-118.13083333333
Miami Gardens,107167,,25.942122222222,-80.269919444444
Temecula,100097,78133000.0,33.503333333333,-117.12361111111
Costa Mesa,109960,40662813.0,33.67,-117.91
College Station,100050,128500000.0,30.601388888889,-96.314444444444
Elgin,110145,97668451.0,42.039444444444,-88.288611111111
Murrieta,103466,87058000.0,33.569444444444,-117.2025
Gresham,105594,59569726.300000004,45.503611111111,-122.43944444444
High Point,104371,205300000.0,35.970555555556,-79.9975
Antioch,102372,75324624.0,38.005,-121.80583333333
Inglewood,109673,23550761.0,33.9575,-118.34611111111
Cambridge,107289,18470000.0,42.375,-71.106111111111
Lowell,109945,37700000.0,42.639444444444,-71.314722222222
Manchester,109565,90600000.0,42.990833333333,-71.463611111111
Billings,104170,112720000.0,45.786666666667,-108.53722222222
Pueblo,106595,117585460.0,38.266944444444,-104.62027777778
Palm Bay,103190,178300000.0,27.997922222222,-80.670008333333
Centennial,100377,,39.596388888889,-104.84388888889
Richmond,103701,135923000.0,37.935833333333,-122.34777777778
Ventura,106433,83125668.0,34.275,-119.22777777778
Pompano Beach,99845,65800000.0,26.234722222222,-80.125555555556
North Charleston,97471,198500000.0,32.885277777778,-80.016944444444
Everett,103019,125000000.0,47.963333333333,-122.20055555556
Waterbury,110366,75000000.0,41.558333333333,-73.036944444444
West Palm Beach,104031,150737308.0,26.709722222222,-80.064166666667
Boulder,97385,66500000.0,40.019444444444,-105.29277777778
West Covina,106098,41672908.0,34.056666666667,-117.91861111111
Broken Arrow,98850,118103457.0,36.036388888889,-95.783611111111
Clovis,95631,60289743.0,36.825277777778,-119.70305555556
Daly City,101123,19849668.0,37.686388888889,-122.46833333333
Lakeland,100710,192695115.0,28.041111111111,-81.958888888889
Santa Maria,99553,,34.951388888889,-120.43333333333
Norwalk,105549,25243000.0,33.906944444444,-118.08333333333
Sandy Springs,101908,101009536.0,33.9375,-84.368611111111
Hillsboro,91611,62000000.0,45.523055555556,-122.98833333333
Green Bay,104057,144940000.0,44.513333333333,-88.015833333333
Tyler,96900,140833193.0,32.35,-95.3
Wichita Falls,104553,183100000.0,33.896944444444,-98.515
Lewisville,95290,109996795.0,33.0383,-97.0061
Burbank,103340,45011403.0,34.180277777778,-118.32833333333
Greeley,92889,77700000.0,40.416666666667,-104.7
San Mateo,97207,41139371.0,37.554166666667,-122.31305555556
El Cajon,99478,37381298.0,32.798333333333,-116.96
Jurupa Valley,98842,,33.9994,-117.475
Rialto,99171,57926000.0,34.111388888889,-117.3825
Davenport,102157,168560000.0,41.543055555556,-90.590833333333
League City,83560,137300000.0,29.499722222222,-95.089722222222
Edison,97687,,40.538333333333,-74.395277777778
Davie,91992,,26.081388888889,-80.280277777778
Las Cruces,97618,198500000.0,32.319722222222,-106.76527777778
South Bend,101168,108470000.0,41.6725,-86.255277777778
Vista,93834,48377000.0,33.193611111111,-117.24111111111
Renton,90927,60970000.0,47.486666666667,-122.19527777778
San Angelo,93200,150900000.0,31.45,-100.45
"Clinton, Michigan",,,,
San Juan,355074,199429084.0,18.45,-66.066666666667
"Bayamón, Puerto Rico",189159,,18.383333333333,-66.15
Carolina,161884,,18.388888888889,-65.966666666667
Ponce,149028,501421698.0,18,-66.616666666667
Caguas,134481,,18.233333333333,-66.033333333333
