id,created_at,text
915651046055268352,2017-10-04 18:53:16,@joodygarland she’s entitled to her shitty opinions it’s ok
915645405156855808,2017-10-04 18:30:51,@tweetman123 :)
915638378040905730,2017-10-04 18:02:55,@ProductHunt No way they made a presentation off of @teenybiscuit’s work
915622623102537728,2017-10-04 17:00:19,@DodSquatch that is quite spooky
915615635866046464,2017-10-04 16:32:33,@GodDerpes_Leona DM all the pics :)
915614494117761025,2017-10-04 16:28:01,Meet Sidney. It’s her first time wearing her new bow tie in puplic. Worried what you think of it. 13/10 it’s marvel… https://t.co/TFDgYXKSKi
915549759313768448,2017-10-04 12:10:47,@MPI_NZ @nzpolice @Specschic @NZPCanterbury I’m enjoying this
915387977269903360,2017-10-04 01:27:55,@onetailatatime @skyhorsepub thank you :)
915380711913328641,2017-10-04 00:59:03,"This is Lucy. She is a skater girl, she said see ya later boy. She was way too good for him. 13/10 would kickflip i… https://t.co/R9ZknL0s27"
915376785168138240,2017-10-04 00:43:27,@juicyjay_p we read them all
915326576975384581,2017-10-03 21:23:56,@snipy if it’s because you thought you could actually pet the dogs then I have like the saddest news ever
915323007064735744,2017-10-03 21:09:45,@NicholasAssia @skyhorsepub tell your school it should be!
915315999188144131,2017-10-03 20:41:54,@acsofian WHAT A GOOD DOG
915293007393501184,2017-10-03 19:10:32,"@borganni Hopefully your local bookstore will have it. If not, try B&amp;N. Here’s the amazon link as well:
https://t.co/vNPZoIzA87"
915290313941557248,2017-10-03 18:59:50,"RT @luawna: klein saw himself in the @dog_rates book, got pretty h*ckin excited, and thinks he's now too cool for pictures. https://t.co/je…"
915285712882274304,2017-10-03 18:41:33,"@EtTuCarl @skyhorsepub Carl we only create truthful, accurate content over here"
915281222913445889,2017-10-03 18:23:43,@mariskreizman ❤️ I hope Bizzy enjoyed it
915279744135987200,2017-10-03 18:17:50,@jonnysun please lie and tell me that you got a dog and that’s why the left corners are worn
915279554230542337,2017-10-03 18:17:05,THAMK YOU JOMNY https://t.co/rBXBkG8e4G
915276387564638210,2017-10-03 18:04:30,@mvnvcx LANCELOT
915272625437462528,2017-10-03 17:49:33,@helenrez @skyhorsepub depends on how cooperative Zoey is with paw print signing 😂
915266499195101194,2017-10-03 17:25:12,RT @Lin_Manuel: She also got really h*ckin famous...Tobi's in the @dog_rates book! https://t.co/2hu96QbV5J
915266280843878400,2017-10-03 17:24:20,@tipsntopps :(((((
915261062185984000,2017-10-03 17:03:36,RT @SarahRung: @dog_rates this is Daisy when she found out today is #WeRateDogs book day!! 😊🎉 (we high fived out of excitement) https://t.c…
915260531057086466,2017-10-03 17:01:29,@kimberly_saltz @skyhorsepub they are
915258078500704257,2017-10-03 16:51:45,RT @DoggyRyo: Kade is a stone cold killer and he would like to fight you personally to prove it @dog_rates . Here he is making his toughest…
915254461936934914,2017-10-03 16:37:22,RT @darth: @dog_rates @skyhorsepub I SAW IT ON THE NEWS DOGRATES https://t.co/XE4QyraRlz
915253067444047872,2017-10-03 16:31:50,"RT @mallorymhughes: LOOK AT ALL THE GOOD DOGS, BRENT. https://t.co/dNl3kil4uS"
915251611903111168,2017-10-03 16:26:03,"IT’S BOOK DAY! The WeRateDogs book is now available wherever books can be bought 📚🐕

Limited Signed Copies ↴… https://t.co/3VxEc35I4F"
915248167955894273,2017-10-03 16:12:22,@ProductHunt WOOHOOOOO
915247305887973376,2017-10-03 16:08:56,"RT @rrhoover: Finally, some good news this week.

@dog_rates launched a book. 13/10. 🐶

https://t.co/6Pb10fBS68 https://t.co/QKzUsqEdL6"
915225788483604481,2017-10-03 14:43:26,RT @BNWoodburyMN: There are so many book birthdays this week! Where do we even start? @dog_rates @jk_rowling @camphalfblood @AuthorDanBrown…
915224568251535361,2017-10-03 14:38:35,OMG GENEVIEVE YOUR SNOOT HAS ELONGATED https://t.co/UJ8sYYCM58
915216789805596676,2017-10-03 14:07:41,RT @kendahl: Chester is excited as h*ck to start reading his new book. @dog_rates https://t.co/60Y9Djn71Q
915214890033393665,2017-10-03 14:00:08,@_JDBurroughs_ @Tracy_Barrett @skyhorsepub already is :)
915027951082704897,2017-10-03 01:37:18,"RT @niicolekayy: baxter fulfilled his dream of being in the @dog_rates book. as you can tell, hes very proud of his achievement https://t.c…"
915026614399971328,2017-10-03 01:31:59,@Tracy_Barrett @skyhorsepub I encourage checking your local bookstore first :)
915019727260520449,2017-10-03 01:04:37,tomorrow... https://t.co/GC6p8hufW8
915011828652093441,2017-10-03 00:33:14,This is Rupert. He went from smol shy boy to illustrious dependable boy. Now aware that he’s frighteningly good. 13… https://t.co/PJyAvUE2jl
914883359830142976,2017-10-02 16:02:45,This is Dunston. He claims that if you connect the dots on his nose it spells out “best boy.” 13/10 wont argue with… https://t.co/VwVZzkxmDP
914858592221777920,2017-10-02 14:24:20,@Jenny_Pierson @skyhorsepub @LZarra_edits @Salon thank you!
914649396226248704,2017-10-02 00:33:04,@Alonso123Ana omg DM more pics
914649153870974978,2017-10-02 00:32:06,@elijahdaniel PATTY MELLLLLT
914646576584380416,2017-10-02 00:21:51,@dairymanNZ @delphijunkie @SenScottBrown good times
914641681345138688,2017-10-02 00:02:24,RT @Salon: The founder of “WeRateDogs” on being a professional dog-rater https://t.co/ZmOkcDP5Fl
914614341269360646,2017-10-01 22:13:46,Meet Maia. She’s incredibly deadly. Will rip your whole h*ckin arm off. Always feels guilty afterwards tho. 12/10 w… https://t.co/Hh4d1QRETL
914596990192902146,2017-10-01 21:04:49,@itskat33 amazing
914589386188230658,2017-10-01 20:34:36,@ACauvel you reminded me that it’s time to change my own :)
914531586107994112,2017-10-01 16:44:55,@valeriesuee it’s a rare Peruvian Horned pup
914531407522869255,2017-10-01 16:44:13,RT @juliespears: Fin showing his @dog_rates pride while cheering on runners at the #MoCowbell this morning! https://t.co/RNRkzkc5TG
914517503178608640,2017-10-01 15:48:58,@mich583 my hero
914326228190072832,2017-10-01 03:08:54,"RT @KuentzJ: My dad finally got his puppy, needless to say he is pretty excited. https://t.co/dkOWnptsIr"
914265685873893376,2017-09-30 23:08:20,This is Neela. She’s very pupared for her thirteenth Halloween. Cannot h*ckin wait to decorate her mini pupkin. 13/… https://t.co/wqdbiKnm5d
914164043073691648,2017-09-30 16:24:26,@kellilu1 I’m so sorry ❤️
913941014125170690,2017-09-30 01:38:12,@skyhorsepub @BNBuzz I BELIEVE IN YOU RASCAL
913932103720595456,2017-09-30 01:02:48,@TheKBug ❤️❤️❤️
913931394333765633,2017-09-30 00:59:59,RT @dog_rates: This is Misha. She waves goodbye to her owner everyday before he leaves. 14/10 would hurry back (vid by Dimitri Haddad) http…
913928359851298816,2017-09-30 00:47:55,@Bookwormwanders I got comments immediately thinking it was an undisclosed sponsorship deal and people just confused so now I’m very sad
913928020381044741,2017-09-30 00:46:34,@Bookwormwanders Shrek was my childhood. Very disappointed people weren’t a fan of that
913910931729666049,2017-09-29 23:38:40,@LinHumphrey ❤️❤️❤️
913877237711204352,2017-09-29 21:24:47,@larrykuhse YOU DID GREAT BUDDY
913853784782188544,2017-09-29 19:51:35,@inkhat i rarely make them up anymore. Most people provide them
913835739019976706,2017-09-29 18:39:53,@madamalfoy ☺️
913832824393912320,2017-09-29 18:28:18,@JackPMoore AWWWWW
913821225234911232,2017-09-29 17:42:12,"We’ll be in Austin, Texas on November 19th for the Dog Jog! You should be there too 🐕

All Info &amp; Registration:… https://t.co/D625bj0yR3"
913795669407694853,2017-09-29 16:00:39,This is Gulliver. He went from smol optimistic boy to “holy h*ck is that tongue even legal” boy. 13/10 quite the gl… https://t.co/qcIeO00y7w
913568731024039937,2017-09-29 00:58:53,RT @dog_feelings: alright. here. is the deal. i support and love you. til the end. of time. and you..... give me. that cheese stick
913562927415820288,2017-09-29 00:35:49,@skyhorsepub @BNBuzz MY PUPPO IS ALSO NAMED ZOE HI ZOE
913560683593289729,2017-09-29 00:26:54,@megharriss HAPPY BIRTH I HOPE YOU LIKE IT
913558818621153280,2017-09-29 00:19:30,@burger_mc you right
913557449633824768,2017-09-29 00:14:03,@larrykuhse GOOD LUCK LOGANN
913554818140135424,2017-09-29 00:03:36,This is Bodie. He has stumbled puppon a truly magical item. It’s given him power he’s never known. 13/10 (IG: charl… https://t.co/2iVyWO4fQ9
913547675705933824,2017-09-28 23:35:13,@leahnichole17 ❤️❤️❤️
913469273238106112,2017-09-28 18:23:40,@Revensings h*ck yea
913436080363499520,2017-09-28 16:11:47,This is Nalu. I’m hearing repawts that he’s very nice and extremely susceptible to noggin pats. 13/10 would tell st… https://t.co/8DOzYp8BBM
913251455603236865,2017-09-28 03:58:09,@apphacker 🐶❤️
913217174243876864,2017-09-28 01:41:55,@braymaybe that’s fair
913217095806193665,2017-09-28 01:41:37,RT @braymaybe: If you are wondering where the @dog_rates book is in b&amp;n it's under the amusing critter section https://t.co/pxRxbbMKMf
913192352172343297,2017-09-28 00:03:17,@TmarTn @ChelseaKreiner I messed pup 😔
913192269582397445,2017-09-28 00:02:58,This is Chester. His right ear is haunted. Rather unfortunate. Should pawbably cleanse his aura. 12/10 would absolu… https://t.co/JxJoLPSQ2r
913190917770792961,2017-09-27 23:57:35,@CooperMartin99 @ChelseaKreiner @TmarTn I PUPPOLOGIZE HELLO BOTH COOPER AND KODA
913183006705233922,2017-09-27 23:26:09,@suckafatchode ❤️
913080311604531200,2017-09-27 16:38:05,This is Frost. He tried to wish on a dandelion but sneezed instead. 13/10 happens to the best of us https://t.co/KH28gDxGoO
913016274522923008,2017-09-27 12:23:37,@dalybeauty owner follows and has sent Mack in before. Just sent them a message. People suck
912852589368274944,2017-09-27 01:33:11,RT @nickevans06: when she says she only dates good boys https://t.co/c0dR0VqHic
912841020395675648,2017-09-27 00:47:13,@xidama HAPPY BIRTHDAY MARVEL YOU ARE A GOOD BOY
912796173957726208,2017-09-26 21:49:01,Dog rates will always be 140 or less. If I can’t convince you that the dog I’m featuring is amazing in that confine… https://t.co/rdctVcchQi
912773101099868163,2017-09-26 20:17:20,@skyhorsepub @BNBuzz oh my hello there
912710395210629120,2017-09-26 16:08:10,This is Cooper. He hasn’t been pupperly assembled yet. Still very good. 13/10 https://t.co/Y8s9XjEmhJ
912705661141692417,2017-09-26 15:49:21,@cestmeow YES
912703954131259392,2017-09-26 15:42:34,@mattgemmell wtf
912696641647529986,2017-09-26 15:13:31,@guirltalk make sure to like and comment on the tweet I quoted as well! That will officially enter you :)
912695424267509760,2017-09-26 15:08:40,"Along with my book, winners of the giveaway will also get an “oh h*ck” hat and an “any dog can be a guide dog...” m… https://t.co/UwLPbxaveE"
912660452873818117,2017-09-26 12:49:43,"RT @jk_rowling: It might not be an otter, but if this is wrong, who wants to be right? https://t.co/3iJe50jz9L"
912484993355698177,2017-09-26 01:12:30,This is Alika. She’s a Cumulus Floofalus. Very rare. Only a few remain in the wild. Seen here mid mlem. 13/10 would… https://t.co/CiNtCAbDzW
912480596445859840,2017-09-26 00:55:01,@aphexplotz ❤️ I’m so sorry
912437042801467392,2017-09-25 22:01:57,@TimePositions brilliant
912365452264923137,2017-09-25 17:17:29,@mar8iamontero Awww I appreciate it! And HAPPY BIRTHDAY
912359992786931712,2017-09-25 16:55:47,@jk_rowling did I do it right? https://t.co/opMOoLgllA
912358817312198658,2017-09-25 16:51:07,RT @BoringEnormous: When you lied on your CV about having previous sheepdog experience. https://t.co/fecGfhE9YD
912342567651565569,2017-09-25 15:46:33,This is Loki. He's having some good boy tests run today. Being very brave even tho he's a wee bit nervous. 12/10 wo… https://t.co/fPwK9vONQm
912324627535421442,2017-09-25 14:35:16,"@derickscol @jackiealston_ @dog_feelings Available on Amazon now! Release date in the US is October 3rd!
https://t.co/vNPZoIzA87"
912321096548012033,2017-09-25 14:21:14,"RT @jackiealston_: Ace was puplished in the @dog_rates book, but his sister Lucy was a bit jealous of his fame. Pups have been arguing all…"
912296333591097344,2017-09-25 12:42:50,@chadwl_ I do not live in Cali
912296209519452162,2017-09-25 12:42:20,@lydiajane35 I'm so sorry
912264279063134208,2017-09-25 10:35:27,@omfgemison will it be a... BUBBLES BATH??
912163971918127104,2017-09-25 03:56:52,@_annieross_ Zoey only knows how to look at me with intense displeasure when I'm working
912128564551733248,2017-09-25 01:36:10,RT @boziewankenobi: Mood @dog_rates https://t.co/UPaDTBkYsc
912115536229752832,2017-09-25 00:44:24,"RT @dog_rates: After so many requests... here you go.

Good dogg. 420/10 https://t.co/yfAAo1gdeY"
912106874996232193,2017-09-25 00:09:59,@Jerry_Bo_Berry BOOK RELEASE :)
912103285204701184,2017-09-24 23:55:43,@WinstonTapper COMGRACHULAYSHUNS
912103168309432320,2017-09-24 23:55:16,"@GodDerpes_Leona @omfgemison there's been a 420/10, 1776/10, and 666/10, but the highest tier puppo is 14/10 (usually reserved for heroes)"
912102028402417664,2017-09-24 23:50:44,Meet Bubbles. She's never had a bath. Seems ok with that. Background pup is also a star. 13/10 would give the world… https://t.co/XWWfiR4QIE
911721098953281536,2017-09-23 22:37:03,RT @dog_feelings: petting me. with your foot. only counts. as half a pet
911695339014561792,2017-09-23 20:54:41,"@JackLodmell Yes, #seniorpupsaturdays are a thing now. Use that hashtag to submit your elder doggos. We'll feature… https://t.co/mMylLQT2aF"
911694821986832385,2017-09-23 20:52:38,This is Boudreaux. He is an elder doggo. H*ckin wise for sure. Seen here pondering the nature of goodboyness. 13/10… https://t.co/BYemvjGmPx
911691977061781504,2017-09-23 20:41:20,@ApplePieHubbub h*ck of a community we have here
911619491154530304,2017-09-23 15:53:18,@ApplePieHubbub ❤️❤️❤️
911619416198180865,2017-09-23 15:53:00,@JRieker300 @Herb13herb 2019 Calendar :)
911381901247700993,2017-09-23 00:09:12,@ezrallxn @Skinny_Boiii twitter can't handle the good dogs and glitches quite often
911381420475641857,2017-09-23 00:07:17,This is Bella. She's not going to move for the entire season. Unless it's to help carve a pupkin. 12/10 officially… https://t.co/EFILFOm76y
911347738582962176,2017-09-22 21:53:27,@ingeborgkjell very well could be! ❤️
911341303790743552,2017-09-22 21:27:53,@MorganKClifton that's by for my favorite design
911341205782441984,2017-09-22 21:27:30,@irusolver I thought that was @Jack_Septic_Eye
911299793003122689,2017-09-22 18:42:56,This is Rocky. His job at doggo daycare is to fill pup the water buckets for everyone. He does a really good job an… https://t.co/MMswU6NMAS
911294076015824896,2017-09-22 18:20:13,"@HumiIity @ShopWeRateDogs tape an ""S"" on there"
911279020536451072,2017-09-22 17:20:23,"@pringles70 @theDogvocate :)
https://t.co/mGmkSgXTQ7"
911276981005766656,2017-09-22 17:12:17,@wilshipley @clockroots Wil...
911273788121247744,2017-09-22 16:59:36,@gonzalomud we did :)
911265815810453504,2017-09-22 16:27:55,"RT @theDogvocate: excuse me @dog_rates but do u have this in a very h*ckin smol?

asking for a fren https://t.co/8BzbPxtdmh"
911263457558843392,2017-09-22 16:18:33,"Shop Pupdate: all stickers are back AND we put the words ""i miss my dog"" on every product... you're welcome

🐶 --&gt;… https://t.co/5QRjcOgwA0"
911261763580067845,2017-09-22 16:11:49,@stokesyh ❤️🐕❤️
911254390337613824,2017-09-22 15:42:31,@nytimes please don't insult frightened dogs they are trying their best
911221793695895552,2017-09-22 13:32:59,@ninamarie_4 MEYERRRRR
911219699333165056,2017-09-22 13:24:40,@mishathepenguin @clockroots ok that looks so good
911208441888288768,2017-09-22 12:39:56,@ReeseParrott very true
911202740075982850,2017-09-22 12:17:17,RT @clockroots: MacBook is now @dog_rates certified! 😬 https://t.co/lflWLa7njK
911017263033143298,2017-09-22 00:00:16,This is Yogi. He took his time picking out his favorite dandelion. Knew it was a big decision. Now he wears it prou… https://t.co/X8gAtcbfXU
910920993136349184,2017-09-21 17:37:43,@nicholas_sewell I HOPE YOU ENJOY IT
910912023248154632,2017-09-21 17:02:04,@drewscanlon drew how did you not lose focus and just give one of them a quick hug like seriously wow
910905063526354946,2017-09-21 16:34:25,@exmariachi Done :)
910903558761009152,2017-09-21 16:28:26,@CleanFutureFund I'm sorry I didn't find you all sooner. Keep it pup! :)
910896719478616064,2017-09-21 16:01:16,"@jenraggi I have and I would never promote something I don't trust, but I also encourage you to do your own research before donating"
910885838946488320,2017-09-21 15:18:02,"If you'd like to help out the Dogs of Chernobyl so that one day we can safely give them noggin pats, click below! 🐕
https://t.co/TaEiYkQWXR"
910881614313422850,2017-09-21 15:01:14,@HotTopicChancla I just booked my flight
910880389241196544,2017-09-21 14:56:22,We're here for a good time not a long time https://t.co/M6MrfCfx8h
910706684313653248,2017-09-21 03:26:08,@LuizAngulo90 amazing! Keep us all pupdated
910654401488015360,2017-09-20 23:58:23,This is Athena. Today was a very special day for her. She finally met her birth mother. Heartwarming as h*ck. 13/10… https://t.co/0ePVGVESJT
910583872366268416,2017-09-20 19:18:07,@nudul @elisabetvogler_ omg
910580043381923840,2017-09-20 19:02:54,"Meet Frida. She's in the search &amp; rescue division of the Mexican Navy along with two German shepherds. Sadly, she's… https://t.co/Mi8nWobeR4"
910547704534720513,2017-09-20 16:54:24,"RT @dog_rates: ""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9"
910492740487716864,2017-09-20 13:16:00,@JPrakashRP I THINK IT IS
910330424995573766,2017-09-20 02:31:01,RT @dog_feelings: i know. i already said. goobnight. but the human. made. a night sandwich. and forgot to drop. a piece of cheese. that. is…
910327456736907264,2017-09-20 02:19:13,@Lin_Manuel GOOBNIGHT TOBI
910296280009756673,2017-09-20 00:15:20,Meet Dory. She would like u to replace her toys asap. Can't recall what happened to them. Probably came to life and… https://t.co/uFYxOaf3AX
910234159100162053,2017-09-19 20:08:29,RT @MsLaurenMurphy: Guys Maycee has been puplished! She's very h*ckin proud. Also learned to read just for this occasion. @dog_rates @matt_…
910218432280440833,2017-09-19 19:05:59,@KevinMerton :)
910207591183208448,2017-09-19 18:22:55,@Squirtacular Ayyy
910177731656273921,2017-09-19 16:24:16,@tyllyn @maxandfamily UGHHHHH every time you guys comment something so much better
910177273894117376,2017-09-19 16:22:27,This is Max. He greatly puppreciates you covering him pup. Was getting quite chilly living a snoodless life. 12/10… https://t.co/o5wDzbDEgw
910160414801088512,2017-09-19 15:15:27,@BNEastridge You got it early!! Amazing!
910148079147520002,2017-09-19 14:26:26,@Suffolk_U very very good indeed
909994812371283970,2017-09-19 04:17:24,@TinaWentzel1 just the publisher
909994411387432960,2017-09-19 04:15:49,"RT @ASmallFiction: The dog's tail wagged.

It was his tail's job: to synchronize all nearby moods to the measure of his joy.

A metronome o…"
909827554822979584,2017-09-18 17:12:47,"@Godem Brown one is by U.S. publisher, white one is by U.K. publisher. Only difference is design. Cost difference due to shipping probably"
909812157876928514,2017-09-18 16:11:36,Hello &amp; welcome to the first meeting of the good boy battalion. Today we'll be exploring inside out ear solutions.… https://t.co/dzHNxtiy6C
909800402324946944,2017-09-18 15:24:53,"RT @dodo: No one knew if Chi Chi would ever walk again - but when one family refused to give up on her, she surprised everyone! https://t.c…"
909574964633853952,2017-09-18 00:29:05,"This is Furzey. He heard you say ""first one to come here is the goodest boy"" 13/10 https://t.co/S8hbNXu5GQ"
909560283185733632,2017-09-17 23:30:44,@fappenstance @satherax that's not even that person's video
909488641126404096,2017-09-17 18:46:04,@sheridanbutler_ aw :)
909478804065841152,2017-09-17 18:06:58,"This is Bandit. I only knew him for a few months, but he made me (and many of you) smile on our worst days. 14/10 r… https://t.co/lR7SoVxScL"
909230169654747136,2017-09-17 01:38:59,@USCorr @jasonwhitney @jjbadluck tyler I'm sorry but you kind of suck
909189786279301120,2017-09-16 22:58:31,@OceanGirl124 @Lucinders50 @thegamedesigner well yea you can preorder but release date is oct 3
909189567487660032,2017-09-16 22:57:39,RT @jjbadluck: Boise State has a dog who retrieves the tee after Kickoffs and I've never seen anything so pure https://t.co/J4wBy3dgzY
909187424374464512,2017-09-16 22:49:08,@OceanGirl124 @Lucinders50 @thegamedesigner not in the U.S.
909156893029027841,2017-09-16 20:47:49,@ananislove @blakeshelton ❤️ I'm so sorry
909089864515190784,2017-09-16 16:21:28,Meet Charlie. He just finished his first puppointment with the vet. Quite pupset. Thought he was going to the park.… https://t.co/gixyDOlanO
909079031177412608,2017-09-16 15:38:25,@EverythingGoats smh
909078788759343104,2017-09-16 15:37:27,@Bcat1MeloniFan OH NO! HE'S STILL VERY GOOD MUST'VE BLACKED OUT FOR A BIT
908869201892438016,2017-09-16 01:44:38,@Corpiman you can unretweet and retweet again! I occasionally retweet old posts I really like or think a portion of… https://t.co/Y4dVTLaLGh
908868752728629248,2017-09-16 01:42:51,@meggristine if you sent it more than 24 hours ago we've opened it
908847183860060161,2017-09-16 00:17:08,RT @dog_rates: When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https…
908823987769298944,2017-09-15 22:44:58,RT @rorysailor: Atlas getting a bath on the @dog_rates snap is getting me to the end of Friday. 🐾 https://t.co/lJJcz5d2Zu
908737417452163072,2017-09-15 17:00:58,@jeditigger @kalawilkins in a while yes
908737284303880192,2017-09-15 17:00:26,@bellaandthedog @kalawilkins ...h*ck
908736755880382464,2017-09-15 16:58:20,This...is a Nonconfrontational Portuguese River Bear. We only rate dogs. Please only send in dogs ...12/10 would be… https://t.co/KJ1nj1ghm3
908732274836897794,2017-09-15 16:40:32,@mischkabelle honestly michelle i want to hug odie and thank him for existing
908732009245298689,2017-09-15 16:39:29,@dexterstilinski ❤️
908533135570296832,2017-09-15 03:29:13,@HorizonPAA @Summersdale October 3rd!
908490335847960577,2017-09-15 00:39:09,@creechmas @RepresentKorea @ailabobila then we've seen them and when you have more send more :)
908490017282170880,2017-09-15 00:37:53,@RepresentKorea @creechmas @ailabobila no please dear god don't email us. DM all photos
908489624619769861,2017-09-15 00:36:20,This is Buster. He only knows how to take super suggestive selfies. Flirtatious af. 12/10 would never leave on open https://t.co/Zf9N0bnVcn
908409440315027456,2017-09-14 19:17:42,@Jesus_In_Bed That's a good thing
908401151862824962,2017-09-14 18:44:46,@YouMeAtHalf5 ARCHIEEE
908397095849218048,2017-09-14 18:28:39,@TheBau5acer007 THEY'RE ALL GOOD DOGS
908393843606933504,2017-09-14 18:15:44,@Lynn_Nothegger @instagram Username is WeRateDogs :)
908383811230199808,2017-09-14 17:35:52,@AceOD https://t.co/SrfhUpJsYW
908361194012123138,2017-09-14 16:05:59,@krupy4445 😂
908359705004736512,2017-09-14 16:00:04,This is Stone. He likes to wear socks outside. It's a questionable lifestyle but I support it. 13/10 would pat head… https://t.co/klm0dxHxwc
908359030233583618,2017-09-14 15:57:23,@Alphaglitchgirl Hopefully most of them 😬
908353730675986435,2017-09-14 15:36:20,@daleblasingame very down
908352439711145985,2017-09-14 15:31:12,@r_j_goodwin LOLA OMG NO YOUR TIME WILL COME
908350001037836289,2017-09-14 15:21:31,@DanThirlby AHHH ❤️
908349937062117376,2017-09-14 15:21:15,RT @ElenaPo79366624: @dog_rates Teddy Bear thinks the new #weratedogs book is pawsome! 13/10 would recommend reading https://t.co/g9UdunMYQQ
908330509272584193,2017-09-14 14:04:04,"ahem, I think you mean... puplished* 🐶
https://t.co/H8jcOAQ9UW"
908330279630241792,2017-09-14 14:03:09,"RT @Summersdale: #WeRateDogs is full of heroic puppers, adorable floofers and entertaining pooches. It's published today! @dog_rates https:…"
908183720825323520,2017-09-14 04:20:46,"@gAyCromwell @ShopWeRateDogs Here you go!!! Also it's in stores everywhere October 3rd!
 https://t.co/SrfhUpJsYW"
908180291709173760,2017-09-14 04:07:09,@familyunequal I do Philip
908123991306641408,2017-09-14 00:23:26,@fangirlingjess @PavlovTheCorgi ooooo very good
908123247547502592,2017-09-14 00:20:28,This is Pavlov. He just graduated. Has big dreams and will absolutely achieve them. 13/10 classically conditioned t… https://t.co/yjPkLPiqY9
908111842148483073,2017-09-13 23:35:09,@ktothejay should be!
908105365631508480,2017-09-13 23:09:25,@stfukarim @Summersdale HOPEFULLY ALL OF THEM
908101464798658560,2017-09-13 22:53:55,Zoey has officially pupproved the U.K. edition of the WeRateDogs book! It'll be in stores all across Great Britain… https://t.co/azLKcYU4rS
908096723964350465,2017-09-13 22:35:05,@glittrlizard aw you're adorable
908036999638069248,2017-09-13 18:37:45,@darth I WILL NOT STOP UNTIL EVERY DOG HAS A TUX ARE YOU WITH ME DARTH
908035877074595840,2017-09-13 18:33:18,@darth WHO WOULDN'T BREAK THE LAW TO BUY THEIR DOG A TUX DARTH
908035301209239552,2017-09-13 18:31:00,HE LOOKS FANTASTIC IT WAS A NECESSARY PURCHASE. 13/10 https://t.co/4o5SQGAMHE
908026135782490113,2017-09-13 17:54:35,@MostBoringGirl @blakeshelton This is *Austin #IllNameTheDogs
908025291603312640,2017-09-13 17:51:14,@taylor_atx @blakeshelton Your new name is Corndog lil buddy. #IllNameTheDogs
908024866862968835,2017-09-13 17:49:33,"@CahnEmily @blakeshelton No BSing on the grass, Fluffy. #IllNameTheDogs"
908024399693053952,2017-09-13 17:47:41,"@jackjewers @blakeshelton Minnie Pearl, a classic!"
908023285585195014,2017-09-13 17:43:16,@G_Pop2013 @blakeshelton This aint a hounddog but they've got the lip goin. This is Elvis! #IllNameTheDogs
908021579933724674,2017-09-13 17:36:29,@TameraRooney @blakeshelton Fancy was her name!
908020979775000576,2017-09-13 17:34:06,@hannahjo928 @blakeshelton That's a funny lookin whitetail. I'm namin this guy Rudolph.
908014869819117569,2017-09-13 17:09:49,"they're good dogs, Blake https://t.co/UM1lQmScEa"
908007235447640065,2017-09-13 16:39:29,@joshdickson40 what do you think
908004929113128961,2017-09-13 16:30:19,"@queergirlblogs @KrisDoesStuff best seller for like 10 months straight
https://t.co/RJpD715IrQ"
908001297353379841,2017-09-13 16:15:53,@ryantampabay YOU GOTTA SAY IT AGAIN
907997935417397249,2017-09-13 16:02:32,This is Charlie. He's addicted to broccoli. It's tearing his family apart. Won't admit he has a problem. 11/10 we'r… https://t.co/vXoJRzdNGa
907974581721468928,2017-09-13 14:29:44,@AGuyNamedNam so am I
907936487114788864,2017-09-13 11:58:21,@CarpntrsDaught @will_hops @matt___nelson I want to say ~300K
907736833618059264,2017-09-12 22:45:00,Here's a doggo who's rather h*ckin startled by the moving stairs. Puppreciates the assistance good sir. 14/10 https://t.co/c74xxEs51B
907655899686240256,2017-09-12 17:23:24,@nerdist HI GHOST
907645458499207168,2017-09-12 16:41:55,@nmkenney it's h*ck
907641969098330113,2017-09-12 16:28:03,@Lin_Manuel same tbh Lin
907638734266552320,2017-09-12 16:15:12,@RachelLarris we're pals
907637187411419136,2017-09-12 16:09:03,@edgydslr @ATCodinha I will not stop until I monopolize your entertainment
907635931636752384,2017-09-12 16:04:03,This is Hugo. He is now the rightful owner of your shoe. No take backs. 13/10 would offer a spoonful of peanut butt… https://t.co/uSwN6aEhCq
907630637745676288,2017-09-12 15:43:01,RT @iamtherog: The guy who runs @dog_rates and @brant are buddies now and it's so pure. (cc: @matt___nelson) https://t.co/lOEZ1i6R3x
907621917271740423,2017-09-12 15:08:22,RT @Braydenominator: This is possibly my favorite twitter exchange ever https://t.co/01djtz4j2K
907619822061674496,2017-09-12 15:00:02,One year ago my life changed forever https://t.co/o62GXlOWkl
907588709213724673,2017-09-12 12:56:25,@briandevine AMELIA I LOVE YOU
907392039918211073,2017-09-11 23:54:55,This is Bella. She's had enough for today. Has decided to float the h*ck away. Miscalculated how many balloons it w… https://t.co/tBu5EA83sX
907362346108112896,2017-09-11 21:56:55,@Ellielouise02xx that's our logo
907359228096106496,2017-09-11 21:44:32,@p4dme @Mars_Rover1 no
907345414743056385,2017-09-11 20:49:39,@adrianberryhiII that's a good dog
907330269606285313,2017-09-11 19:49:28,@cheltwaters YAY
907272188641902594,2017-09-11 15:58:40,Here is a puppo with a paw print on her nose. 13/10 would boop/high five https://t.co/Uh67zlitK0
