"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"3/12/2009","00:03:00",1.00345,0.13,244.47,3,0,0,0
"3/12/2009","00:04:00",1.00405,0.134,244.07,3,0,0,1
"3/12/2009","00:05:00",0.724,0.128,244.24,3,0,0,1
"3/12/2009","00:06:00",2.12964228519652,0.13,243.33,3,0,1,0
"3/12/2009","00:07:00",0.72,0.126,243.73,3,0,0,1
"3/12/2009","00:08:00",1.0047,0.136,244.51,3,0,0,1
"3/12/2009","00:09:00",2.76313684408389,0.128,244.22,3,0,0,0
"3/12/2009","00:10:00",0.704,0.082,244.26,2.8,0,0,1
"3/12/2009","00:11:00",1.00145,0,244.38,2.6,0,0,1
"3/12/2009","00:12:00",0.646,0,244.19,2.6,0,0,0
"3/12/2009","00:13:00",3.0786748537969,0,243.99,2.6,0,0,1
"3/12/2009","00:14:00",0.636,0,243.91,2.6,0,1,1
"3/12/2009","00:15:00",1.22732499952011,0,244.5,2.6,0,0,0
"3/12/2009","00:16:00",1.73871446121495,0,245.03,2.6,0,0,1
"3/12/2009","00:17:00",1.83875091074533,0,244.9,2.8,0,0,1
"3/12/2009","00:18:00",2.36999338413489,0,244.94,2,0,0,0
"3/12/2009","00:19:00",0.97475,0,245.46,1.6,0,1,1
"3/12/2009","00:20:00",2.42315176146787,0,246.09,1.4,0,0,1
"3/12/2009","00:21:00",0.358,0,246.16,1.6,0,0,0
"3/12/2009","00:22:00",1.024,0,245.49,4.2,0,0,1
"3/12/2009","00:23:00",3.42103180539164,0,244.71,5.6,0,0,1
"3/12/2009","00:24:00",0.938139017190073,0,243.87,5.2,0,0,0
"3/12/2009","00:25:00",1.53009586897715,0,244.42,2.2,0,0,1
"3/12/2009","00:26:00",4.06751911719722,0,244.88,1.4,0,0,1
"3/12/2009","00:27:00",0.354,0,245.27,1.6,0,1,0
"3/12/2009","00:28:00",2.26507005993087,0,244.67,1.4,0,0,1
"3/12/2009","00:29:00",0.94755,0,243.75,1.6,0,0,1
"3/12/2009","00:30:00",0.138901815838451,0,244.37,1.4,0,0,0
"3/12/2009","00:31:00",0.9257,0,244.27,1.6,0,0,1
"3/12/2009","00:32:00",0.338,0,244.73,1.6,0,0,1
"3/12/2009","00:33:00",2.59691784876056,0,245.25,1.6,0,1,0
"3/12/2009","00:34:00",1.26756460192656,0,245.5,1.6,0,0,1
"3/12/2009","00:35:00",0.438,0.078,245.17,2,0,0,1
"3/12/2009","00:36:00",1.79877323122637,0.124,245.21,2,0,0,0
"3/12/2009","00:37:00",0.494,0.148,244.69,2.2,0,0,1
"3/12/2009","00:38:00",0.8516,0.226,244.29,2.4,0,0,1
"3/12/2009","00:39:00",0.845,0.234,244.52,2.4,0,0,0
"3/12/2009","00:40:00",1.9567783250091,0.23,244.88,2.4,0,0,1
"3/12/2009","00:41:00",0.528,0.236,244.76,2.4,0,1,1
"3/12/2009","00:42:00",0.82745,0.228,244.51,2.4,0,0,0
"3/12/2009","00:43:00",0.518,0.224,242.29,2.4,0,0,1
"3/12/2009","00:44:00",2.38655618071507,0.218,241.36,2.4,0,0,1
"3/12/2009","00:45:00",0.498,0.218,241.38,2.2,0,0,0
"3/12/2009","00:46:00",0.8051,0.224,241.94,2.4,0,1,1
"3/12/2009","00:47:00",0.492,0.22,242.37,2.2,0,0,1
"3/12/2009","00:48:00",0.914700779404271,0.224,241.87,2.4,0,0,0
"3/12/2009","00:49:00",0.78775,0.222,242.39,2.2,0,0,1
"3/12/2009","00:50:00",0.78225,0.192,242.79,2.2,0,0,1
"3/12/2009","00:51:00",0.514,0.054,242.09,2.6,0,0,3
"3/12/2009","00:52:00",2.7011425506428,0.16,240.49,4,0,1,10
"3/12/2009","00:53:00",0.932,0.158,240.66,4,0,0,11
"3/12/2009","00:54:00",-0.544581405394911,0.162,240.7,4.2,0,0,11
"3/12/2009","00:55:00",0.96,0.156,240.81,4,0,0,11
"3/12/2009","00:56:00",0.953912296877733,0.108,241.16,3.6,0,0,9
"3/12/2009","00:57:00",0.8048,0,241.92,1.4,0,0,0
"3/12/2009","00:58:00",0.80195,0,242.15,1.6,0,0,1
"3/12/2009","00:59:00",0.80125,0,242.08,1.4,0,0,1
"3/12/2009","01:00:00",2.02945630752355,0,242.27,1.6,0,1,0
"3/12/2009","01:01:00",0.328,0,242.53,1.4,0,0,1
"3/12/2009","01:02:00",1.34367332658125,0,241.95,1.6,0,0,1
"3/12/2009","01:03:00",0.328,0,241.65,1.4,0,0,0
"3/12/2009","01:04:00",0.346,0,242.37,1.6,0,0,1
"3/12/2009","01:05:00",0.328,0,242.49,1.4,0,0,1
"3/12/2009","01:06:00",0.346,0,242.42,1.6,0,1,0
"3/12/2009","01:07:00",2.2485017918201,0,242.28,1.4,0,0,1
"3/12/2009","01:08:00",0.72985,0,243.03,1.6,0,0,1
"3/12/2009","01:09:00",2.12137439958207,0,242.75,1.4,0,0,0
"3/12/2009","01:10:00",0.72955,0,243.05,1.6,0,0,1
"3/12/2009","01:11:00",0.729,0,243.24,1.4,0,0,1
"3/12/2009","01:12:00",0.348,0,243.41,1.6,0,0,0
"3/12/2009","01:13:00",2.3592650672406,0,242.7,1.4,0,0,1
"3/12/2009","01:14:00",-0.386247099539673,0,241.77,1.6,0,1,1
"3/12/2009","01:15:00",0.338,0,239.52,1.6,0,0,0
"3/12/2009","01:16:00",0.448,0.11,239.64,2,0,0,1
"3/12/2009","01:17:00",0.446,0.11,238.78,2,0,0,1
"3/12/2009","01:18:00",0.424,0.104,238.51,1.8,0,0,0
"3/12/2009","01:19:00",2.12894580410073,0.112,239.22,2,0,1,1
"3/12/2009","01:20:00",0.718,0.106,239.24,1.8,0,0,1
"3/12/2009","01:21:00",0.71575,0.112,239.1,2,0,0,0
"3/12/2009","01:22:00",0.42,0.106,238.96,1.8,0,0,1
"3/12/2009","01:23:00",0.434,0.11,238.34,2,0,0,0
"3/12/2009","01:24:00",0.416,0.104,238.33,1.8,0,0,1
"3/12/2009","01:25:00",0.7076,0.11,238.44,2,0,0,1
"3/12/2009","01:26:00",-0.567680126112609,0.106,239.1,1.8,0,0,0
"3/12/2009","01:27:00",0.7038,0.112,239.1,2,0,1,1
"3/12/2009","01:28:00",0.7015,0.106,239.02,1.8,0,0,1
"3/12/2009","01:29:00",0.506,0.186,239,2.4,0,0,0
"3/12/2009","01:30:00",0.49,0.208,238.96,2.2,0,0,1
"3/12/2009","01:31:00",0.474,0.164,238.83,2.2,0,0,1
"3/12/2009","01:32:00",1.29398772938183,0.078,238.86,1.8,0,0,0
"3/12/2009","01:33:00",0.67475,0.084,239.3,1.8,0,1,1
"3/12/2009","01:34:00",0.6603,0.078,239.72,1.8,0,0,1
"3/12/2009","01:35:00",2.72117771327508,0.082,239.39,1.8,0,0,0
"3/12/2009","01:36:00",0.392,0.078,238.88,1.8,0,0,1
"3/12/2009","01:37:00",0.63875,0.084,239.25,1.8,0,0,0
"3/12/2009","01:38:00",0.392,0.08,239.94,1.8,0,0,1
"3/12/2009","01:39:00",0.41,0.086,240.34,1.8,0,0,1
"3/12/2009","01:40:00",0.64325,0.08,240.13,1.8,0,0,0
"3/12/2009","01:41:00",0.37,0,240.53,1.6,0,1,1
"3/12/2009","01:42:00",0.356,0,240.62,1.8,0,0,1
"3/12/2009","01:43:00",0.428,0.106,241,2,0,2,0
"3/12/2009","01:44:00",-0.0203819812750196,0.104,241.57,1.8,0,1,1
"3/12/2009","01:45:00",0.422,0.108,242.14,1.8,0,2,1
"3/12/2009","01:46:00",0.847621442244282,0.11,242.23,2,0,2,0
"3/12/2009","01:47:00",0.65545,0.106,242.24,1.8,0,1,1
"3/12/2009","01:48:00",1.66807723730153,0.11,241.94,2,0,2,1
"3/12/2009","01:49:00",0.414,0.106,242.76,1.8,0,1,0
"3/12/2009","01:50:00",-0.142249476318304,0.112,243.1,2,0,2,1
"3/12/2009","01:51:00",0.66395,0.108,242.79,1.8,0,2,1
"3/12/2009","01:52:00",0.43,0.11,241.96,2,0,1,0
"3/12/2009","01:53:00",0.6681,0.102,241.55,1.8,0,2,1
"3/12/2009","01:54:00",0.432,0.116,243.84,2,0,2,1
"3/12/2009","01:55:00",0.414,0.11,244.31,1.8,0,1,0
"3/12/2009","01:56:00",0.6724,0.136,243.91,2,0,2,1
"3/12/2009","01:57:00",0.512,0.248,243.41,2.4,0,1,1
"3/12/2009","01:58:00",0.67655,0.252,243.03,2.4,0,2,0
"3/12/2009","01:59:00",0.502,0.246,243.01,2.4,0,1,1
"3/12/2009","02:00:00",2.26657501259798,0.254,243.42,2.4,0,2,1
"3/12/2009","02:01:00",0.498,0.248,243.32,2.4,0,1,0
"3/12/2009","02:02:00",0.6843,0.254,243.55,2.4,0,1,1
"3/12/2009","02:03:00",0.226463832610867,0.248,243.42,2.2,0,2,1
"3/12/2009","02:04:00",0.532713654107673,0.256,243.9,2.4,0,1,0
"3/12/2009","02:05:00",0.6897,0.252,244.27,2.2,0,2,1
"3/12/2009","02:06:00",0.156060309262404,0.26,244.7,2.4,0,1,1
"3/12/2009","02:07:00",0.492,0.256,245.04,2.2,0,1,0
"3/12/2009","02:08:00",1.81366290564435,0.266,245.97,2.4,0,2,1
"3/12/2009","02:09:00",1.20829169600348,0.26,246.15,2.2,0,1,1
"3/12/2009","02:10:00",1.0706710163574,0.266,246.08,2.4,0,2,0
"3/12/2009","02:11:00",0.969184593505269,0.158,246.35,2,0,0,1
"3/12/2009","02:12:00",0.382,0.054,245.52,1.8,0,0,1
"3/12/2009","02:13:00",-1.29209103955364,0,244.57,1.4,0,0,0
"3/12/2009","02:14:00",0.34,0,243.72,1.6,0,1,1
"3/12/2009","02:15:00",0.68905,0,244.22,1.4,0,0,1
"3/12/2009","02:16:00",1.7711507683706,0,244.46,1.4,0,0,0
"3/12/2009","02:17:00",-0.112233185310963,0,244.27,1.6,0,0,1
"3/12/2009","02:18:00",0.32,0,244.06,1.4,0,0,1
"3/12/2009","02:19:00",0.671574141914174,0,244.64,1.4,0,1,0
"3/12/2009","02:20:00",1.52984530505092,0,244.72,1.4,0,0,1
"3/12/2009","02:21:00",1.8375772271977,0.068,244.37,1.8,0,0,1
"3/12/2009","02:22:00",2.30418999298442,0.094,244.14,1.8,0,0,0
"3/12/2009","02:23:00",0.412,0.1,244.19,1.8,0,0,1
"3/12/2009","02:24:00",0.68125,0.094,244.57,1.8,0,0,1
"3/12/2009","02:25:00",0.68095,0.102,245.02,1.8,0,0,0
"3/12/2009","02:26:00",0.39,0.096,244.93,1.6,0,0,1
"3/12/2009","02:27:00",0.406,0.102,244.88,1.8,0,1,1
"3/12/2009","02:28:00",2.63455647989269,0.096,244.68,1.6,0,0,0
"3/12/2009","02:29:00",0.67835,0.1,244.65,1.8,0,0,1
"3/12/2009","02:30:00",1.64537236852759,0.096,244.48,1.6,0,0,1
"3/12/2009","02:31:00",0.6767,0.1,243.99,1.8,0,0,0
"3/12/2009","02:32:00",0.372,0.082,243.94,1.6,0,0,1
"3/12/2009","02:33:00",0.67315,0,244.11,1.4,0,1,1
"3/12/2009","02:34:00",2.81050175351259,0,243.63,1.4,0,0,0
"3/12/2009","02:35:00",0.6679,0,242.96,1.4,0,0,1
"3/12/2009","02:36:00",0.671322283506206,0,242.78,1.4,0,0,1
"3/12/2009","02:37:00",0.66005,0,242.97,1.6,0,0,0
"3/12/2009","02:38:00",0.418,0.124,243.47,1.8,0,0,1
"3/12/2009","02:39:00",0.65565,0.13,243.54,1.8,0,0,1
"3/12/2009","02:40:00",0.412,0.124,243.65,1.8,0,0,0
"3/12/2009","02:41:00",0.362374304965792,0.13,243.86,1.8,0,1,1
"3/12/2009","02:42:00",0.408,0.124,243.84,1.8,0,0,1
"3/12/2009","02:43:00",0.6469,0.132,244.54,1.8,0,0,0
"3/12/2009","02:44:00",2.46396674699976,0.128,244.82,1.8,0,0,1
"3/12/2009","02:45:00",3.38904225959559,0.134,244.54,1.8,0,0,1
"3/12/2009","02:46:00",2.28142969327722,0.13,244.08,1.8,0,0,0
"3/12/2009","02:47:00",0.406,0.126,243.43,1.8,0,1,1
"3/12/2009","02:48:00",0.416,0.128,243.04,1.8,0,0,1
"3/12/2009","02:49:00",0.4,0.124,243.58,1.8,0,0,0
"3/12/2009","02:50:00",0.42,0.134,244.59,1.8,0,0,1
"3/12/2009","02:51:00",0.63015,0.128,244.56,1.8,0,0,1
"3/12/2009","02:52:00",0.63105,0.134,244.29,1.8,0,1,0
"3/12/2009","02:53:00",1.67571522555722,0,244.62,1.4,0,0,1
"3/12/2009","02:54:00",0.290334919079434,0,245.06,1.4,0,0,1
"3/12/2009","02:55:00",3.32771706736872,0,244.94,1.4,0,0,0
"3/12/2009","02:56:00",1.35808247819068,0,245.23,1.4,0,0,1
"3/12/2009","02:57:00",1.06867341658029,0,245.37,1.4,0,0,1
"3/12/2009","02:58:00",3.30322087306904,0,245.5,1.4,0,0,0
"3/12/2009","02:59:00",0.62875,0,245.67,1.4,0,0,1
"3/12/2009","03:00:00",-1.25240226812881,0,245.95,1.4,0,1,1
"3/12/2009","03:01:00",0.308,0,246,1.4,0,0,0
"3/12/2009","03:02:00",1.00335900611785,0,245.59,1.4,0,0,1
"3/12/2009","03:03:00",0.306,0,245.5,1.4,0,0,1
"3/12/2009","03:04:00",0.62025,0,244.66,1.4,0,0,0
"3/12/2009","03:05:00",0.6176,0,244.06,1.2,0,0,1
"3/12/2009","03:06:00",2.12361479824392,0,244.13,1.4,0,1,1
"3/12/2009","03:07:00",0.306,0,244.83,1.2,0,0,0
"3/12/2009","03:08:00",1.37401528266572,0,244.55,1.4,0,0,1
"3/12/2009","03:09:00",1.39722510322326,0,244.3,1.2,0,0,1
"3/12/2009","03:10:00",3.4146386618543,0,244.43,1.4,0,0,0
"3/12/2009","03:11:00",2.01443699576288,0,244.54,1.2,0,0,1
"3/12/2009","03:12:00",0.346,0,244.93,1.6,0,0,1
"3/12/2009","03:13:00",0.60615,0.096,244.75,1.6,0,0,0
"3/12/2009","03:14:00",0.396,0.1,244.46,1.8,0,1,1
"3/12/2009","03:15:00",0.60975,0.098,244.98,1.6,0,0,1
"3/12/2009","03:16:00",0.441668616244051,0.102,245.39,1.6,0,0,0
"3/12/2009","03:17:00",0.61305,0.102,244.99,1.6,0,0,1
"3/12/2009","03:18:00",1.26376707971616,0.124,244.84,1.8,0,0,1
"3/12/2009","03:19:00",-0.102269734976774,0.242,245.17,2.2,0,1,0
"3/12/2009","03:20:00",0.61635,0.236,244.91,2.2,0,0,1
"3/12/2009","03:21:00",0.618,0.238,244.23,2.2,0,0,1
"3/12/2009","03:22:00",1.09090293831889,0.232,243.96,2.2,0,0,0
"3/12/2009","03:23:00",0.49,0.24,244.21,2.2,0,0,1
"3/12/2009","03:24:00",0.62165,0.162,244.14,1.8,0,0,1
"3/12/2009","03:25:00",0.4,0.126,243.87,1.8,0,0,0
"3/12/2009","03:26:00",0.398,0.126,244.32,1.8,0,0,1
"3/12/2009","03:27:00",0.62045,0.128,244.55,1.8,0,0,1
"3/12/2009","03:28:00",1.21521110934783,0.126,244.21,1.8,0,0,0
"3/12/2009","03:29:00",0.61985,0.128,244.48,1.8,0,0,1
"3/12/2009","03:30:00",3.80377755543295,0.132,245.8,1.8,0,0,1
"3/12/2009","03:31:00",-0.215687826405979,0.134,246.31,1.8,0,0,0
"3/12/2009","03:32:00",0.4,0.136,246.93,1.8,0,0,1
"3/12/2009","03:33:00",0.4,0.136,246.97,1.8,0,0,1
"3/12/2009","03:34:00",0.31,0,247.02,1.4,0,0,0
"3/12/2009","03:35:00",2.80138467813254,0,246.6,1.2,0,0,1
"3/12/2009","03:36:00",0.883526214345831,0,246.24,1.2,0,0,1
"3/12/2009","03:37:00",0.6196,0,246.1,1.2,0,0,0
"3/12/2009","03:38:00",0.380718699582594,0,246.14,1.2,0,0,1
"3/12/2009","03:39:00",-0.0711818311101289,0,246.24,1.2,0,0,1
"3/12/2009","03:40:00",2.46759710089223,0,245.39,1.2,0,0,0
"3/12/2009","03:41:00",0.304,0,245.62,1.2,0,0,1
"3/12/2009","03:42:00",0.304,0,245.56,1.2,0,0,1
"3/12/2009","03:43:00",0.62355,0.078,244.81,2.6,0,0,4
"3/12/2009","03:44:00",0.894,0.188,244.02,3.8,0,0,11
"3/12/2009","03:45:00",0.65325,0.186,244.05,3.8,0,0,11
"3/12/2009","03:46:00",1.36580985434327,0.18,243.25,3.8,0,0,11
"3/12/2009","03:47:00",3.14523382623221,0.18,243.5,4,0,0,11
"3/12/2009","03:48:00",0.288287903219345,0.06,244.34,2.6,0,0,5
"3/12/2009","03:49:00",0.326293289799114,0,244.99,1.2,0,0,1
"3/12/2009","03:50:00",0.68925,0,245.57,1.2,0,0,0
"3/12/2009","03:51:00",2.50362945008394,0,245.34,1.4,0,0,1
"3/12/2009","03:52:00",0.68895,0,244.74,1.4,0,0,1
"3/12/2009","03:53:00",0.687,0,244.95,1.2,0,0,0
"3/12/2009","03:54:00",0.302,0,244.81,1.2,0,0,1
"3/12/2009","03:55:00",2.06187099092408,0,244.54,1.2,0,0,1
"3/12/2009","03:56:00",3.72597395654044,0,244.7,1.2,0,0,0
"3/12/2009","03:57:00",0.6794,0.048,244.2,1.6,0,0,1
"3/12/2009","03:58:00",0.384,0.11,242.64,1.6,0,2,1
"3/12/2009","03:59:00",0.442,0.172,243.57,2,0,1,0
"3/12/2009","04:00:00",0.6776,0.256,244.5,2.2,0,1,1
"3/12/2009","04:01:00",1.49667946708673,0.256,244.74,2.2,0,2,1
"3/12/2009","04:02:00",0.6781,0.258,244.93,2.2,0,1,0
"3/12/2009","04:03:00",1.45471079264217,0.256,244.83,2.2,0,2,1
"3/12/2009","04:04:00",1.91115014673298,0.254,244.45,2.2,0,1,1
"3/12/2009","04:05:00",2.00742053052187,0.304,244.62,2.6,0,2,0
"3/12/2009","04:06:00",0.68735,0.36,244.14,2.6,0,1,1
"3/12/2009","04:07:00",0.6914,0.358,243.85,2.6,0,2,1
"3/12/2009","04:08:00",0.69545,0.358,243.89,2.6,0,1,0
"3/12/2009","04:09:00",0.69945,0.36,244.06,2.6,0,1,1
"3/12/2009","04:10:00",1.85135896934669,0.358,243.96,2.6,0,2,1
"3/12/2009","04:11:00",0.55,0.36,244.02,2.6,0,1,0
"3/12/2009","04:12:00",1.23192104102738,0.356,243.6,2.6,0,2,1
"3/12/2009","04:13:00",0.173649220870364,0.354,243.23,2.6,0,1,1
"3/12/2009","04:14:00",1.735332349361,0.3,243.56,2.4,0,1,0
"3/12/2009","04:15:00",0.72255,0.216,243.27,2,0,2,1
"3/12/2009","04:16:00",0.446,0.216,242.95,2,0,1,1
"3/12/2009","04:17:00",0.249814326154022,0.14,243.58,1.8,0,1,0
"3/12/2009","04:18:00",0.376,0.112,243.83,1.6,0,1,1
"3/12/2009","04:19:00",0.732,0.112,243.79,1.6,0,2,1
"3/12/2009","04:20:00",0.989463942373194,0.112,244.06,1.6,0,1,0
"3/12/2009","04:21:00",0.376,0.112,244.02,1.6,0,1,1
"3/12/2009","04:22:00",0.334869111049232,0.114,244.41,1.6,0,1,1
"3/12/2009","04:23:00",0.7334,0.116,244.9,1.6,0,2,0
"3/12/2009","04:24:00",0.376,0.116,245.04,1.6,0,1,1
"3/12/2009","04:25:00",0.70625,0.074,244.96,1.6,0,1,1
"3/12/2009","04:26:00",0.304,0,245.03,1.2,0,0,0
"3/12/2009","04:27:00",0.6745,0,244.96,1.2,0,0,1
"3/12/2009","04:28:00",2.06058744375565,0,245.05,1.2,0,0,1
"3/12/2009","04:29:00",0.812815958789231,0,244.9,1.2,0,0,0
"3/12/2009","04:30:00",0.306,0,246.34,1.2,0,0,1
"3/12/2009","04:31:00",0.6685,0,246.33,1.2,0,0,1
"3/12/2009","04:32:00",1.95932942609763,0,246.07,1.2,0,0,0
"3/12/2009","04:33:00",0.304,0,245.54,1.2,0,0,1
"3/12/2009","04:34:00",0.302,0,245.32,1.2,0,0,1
"3/12/2009","04:35:00",0.302,0,244.49,1.2,0,0,0
"3/12/2009","04:36:00",0.66815,0,243.69,1.2,0,0,1
"3/12/2009","04:37:00",0.3,0,243.74,1.2,0,0,1
"3/12/2009","04:38:00",0.66465,0,243.87,1.2,0,0,0
"3/12/2009","04:39:00",2.05125561624703,0,244.17,1.2,0,0,1
"3/12/2009","04:40:00",0.396,0.092,244.37,1.8,0,0,1
"3/12/2009","04:41:00",2.18612753533744,0.124,243.7,1.8,0,0,0
"3/12/2009","04:42:00",1.33578278202887,0.126,244.07,1.8,0,0,1
"3/12/2009","04:43:00",0.240151189435957,0.13,244.88,1.8,0,0,1
"3/12/2009","04:44:00",0.6501,0.128,244.38,1.8,0,0,0
"3/12/2009","04:45:00",0.402,0.128,244.43,1.8,0,0,1
"3/12/2009","04:46:00",0.6426,0.126,244.25,1.8,0,0,1
"3/12/2009","04:47:00",0.6386,0.128,244.69,1.8,0,0,0
"3/12/2009","04:48:00",-0.383966862938443,0.13,244.83,1.8,0,0,1
"3/12/2009","04:49:00",2.31046885467535,0.13,244.83,1.8,0,0,1
"3/12/2009","04:50:00",0.905495426911479,0.128,244.72,1.8,0,0,0
"3/12/2009","04:51:00",2.95483429333382,0.126,244.07,1.8,0,0,1
"3/12/2009","04:52:00",1.15191204700079,0.128,244.42,1.8,0,0,1
"3/12/2009","04:53:00",0.692128267643696,0.126,243.8,1.8,0,0,0
"3/12/2009","04:54:00",0.72828148998573,0.126,244.06,1.8,0,0,1
"3/12/2009","04:55:00",0.326,0,244.79,1.4,0,0,1
"3/12/2009","04:56:00",0.302,0,244.91,1.2,0,0,1
"3/12/2009","04:57:00",1.94787945703457,0,244.56,1.2,0,0,0
"3/12/2009","04:58:00",0.60315,0,245.24,1.6,0,0,1
"3/12/2009","04:59:00",0.60325,0.096,244.93,1.6,0,0,1
"3/12/2009","05:00:00",0.38,0.098,245.28,1.6,0,0,0
"3/12/2009","05:01:00",0.60345,0.098,245.41,1.6,0,0,1
"3/12/2009","05:02:00",1.73233426833631,0.098,245.41,1.6,0,0,1
"3/12/2009","05:03:00",0.753812786201771,0.098,245.49,1.6,0,0,0
"3/12/2009","05:04:00",1.00019205893,0.098,245.35,1.6,0,0,1
"3/12/2009","05:05:00",0.6042,0.098,245.31,1.6,0,0,1
"3/12/2009","05:06:00",2.61379502178916,0.096,244.65,1.6,0,0,0
"3/12/2009","05:07:00",0.60765,0.098,244.95,1.6,0,0,1
"3/12/2009","05:08:00",1.73693077416401,0.096,244.78,1.6,0,0,1
"3/12/2009","05:09:00",0.430832264614468,0.064,245.05,1.4,0,0,0
"3/12/2009","05:10:00",0.304,0,245.42,1.2,0,0,1
"3/12/2009","05:11:00",0.61045,0,245.61,1.2,0,0,1
"3/12/2009","05:12:00",0.302,0,244.48,1.2,0,0,0
"3/12/2009","05:13:00",0.302,0,244.26,1.2,0,0,1
"3/12/2009","05:14:00",0.483269513230814,0,244.67,1.2,0,0,1
"3/12/2009","05:15:00",0.302,0,244.88,1.2,0,0,0
"3/12/2009","05:16:00",0.238473967966839,0,245.62,1.2,0,0,1
"3/12/2009","05:17:00",2.65525276374442,0,245.59,1.2,0,0,1
"3/12/2009","05:18:00",0.304,0,245.7,1.2,0,0,0
"3/12/2009","05:19:00",0.6107,0,245.59,1.2,0,0,1
"3/12/2009","05:20:00",0.610662195734891,0,245.05,1.2,0,0,1
"3/12/2009","05:21:00",5.02301228936426,0.118,244.55,1.8,0,0,0
"3/12/2009","05:22:00",0.6086,0.128,244.6,1.8,0,0,1
"3/12/2009","05:23:00",0.810166209450617,0.128,244.33,1.8,0,0,1
"3/12/2009","05:24:00",2.0246771463903,0.128,244.43,1.8,0,0,0
"3/12/2009","05:25:00",0.60865,0.128,244.27,1.8,0,0,1
"3/12/2009","05:26:00",0.6087,0.128,244.21,1.8,0,0,1
"3/12/2009","05:27:00",0.398,0.126,243.72,1.8,0,0,0
"3/12/2009","05:28:00",0.200293459741931,0.128,244.14,1.8,0,0,1
"3/12/2009","05:29:00",1.31280848154804,0.128,244.32,1.8,0,0,1
"3/12/2009","05:30:00",2.99748735262512,0.128,244.41,1.8,0,0,0
"3/12/2009","05:31:00",0.396,0.128,244.25,1.8,0,0,1
"3/12/2009","05:32:00",0.6086,0.128,244.56,1.8,0,0,1
"3/12/2009","05:33:00",1.96422679659844,0.13,244.77,1.8,0,0,0
"3/12/2009","05:34:00",-0.564283875940695,0.128,244.24,1.8,0,0,1
"3/12/2009","05:35:00",0.61045,0.128,244.46,1.8,0,0,1
"3/12/2009","05:36:00",0.61055,0,244.43,1.4,0,0,0
"3/12/2009","05:37:00",0.892241356679268,0,244.02,1.2,0,0,1
"3/12/2009","05:38:00",0.3,0,243.95,1.2,0,0,1
"3/12/2009","05:39:00",0.462430295907983,0,243.56,1.2,0,0,0
"3/12/2009","05:40:00",0.3,0,243.69,1.2,0,0,1
"3/12/2009","05:41:00",0.3,0,243.94,1.2,0,0,1
"3/12/2009","05:42:00",3.78205932159917,0,244.48,1.2,0,0,0
"3/12/2009","05:43:00",0.804402526109552,0,245.29,1.2,0,0,1
"3/12/2009","05:44:00",2.11134793243008,0,245.85,1.2,0,0,1
"3/12/2009","05:45:00",0.304,0,245.82,1.2,0,0,0
"3/12/2009","05:46:00",0.5941,0,245.87,1.2,0,0,1
"3/12/2009","05:47:00",0.5924,0,245.49,1.2,0,0,1
"3/12/2009","05:48:00",0.304,0,245.93,1.2,0,0,0
"3/12/2009","05:49:00",0.58955,0,245.61,1.2,0,0,1
"3/12/2009","05:50:00",0.58955,0,245.69,1.2,0,0,1
"3/12/2009","05:51:00",-0.200800036775823,0,245.59,1.6,0,0,0
"3/12/2009","05:52:00",1.29961007266678,0.098,245.02,1.6,0,0,1
"3/12/2009","05:53:00",2.01358984578593,0.096,244.62,2.2,0,0,1
"3/12/2009","05:54:00",0.909076581469441,0.082,243.38,6.2,0,0,20
"3/12/2009","05:55:00",2.54861572903729,0.082,243.38,6.2,0,0,19
"3/12/2009","05:56:00",0.687398165972867,0.084,244.06,6.2,0,0,19
"3/12/2009","05:57:00",1.49,0.084,243.97,6,0,0,20
"3/12/2009","05:58:00",0.7461,0.084,243.9,6,0,0,19
"3/12/2009","05:59:00",3.43761417933808,0.086,244.28,6,0,0,19
"3/12/2009","06:00:00",1.472,0.084,243.45,6,0,0,18
"3/12/2009","06:01:00",2.68944956320028,0.082,242.84,6,0,0,19
"3/12/2009","06:02:00",0.85975,0.18,242.69,6.4,0,0,19
"3/12/2009","06:03:00",0.8871,0.112,242.86,6.2,0,0,19
"3/12/2009","06:04:00",0.91445,0.112,243,6.2,0,0,18
"3/12/2009","06:05:00",0.94195,0.114,243.52,6.2,0,0,19
"3/12/2009","06:06:00",0.96915,0.11,242.5,6,0,0,19
"3/12/2009","06:07:00",3.5644087875458,0.11,242.39,6,0,0,19
"3/12/2009","06:08:00",1.02355,0.112,242.54,6,0,0,18
"3/12/2009","06:09:00",1.05065,0.11,242.27,6,0,0,19
"3/12/2009","06:10:00",1.07765,0.11,241.97,6,0,0,19
"3/12/2009","06:11:00",3.61968282882617,0.11,242.31,6,0,0,18
"3/12/2009","06:12:00",2.65156119893357,0.108,241.64,6,0,0,19
"3/12/2009","06:13:00",1.472,0.108,241.68,6,0,0,18
"3/12/2009","06:14:00",1.93612364691744,0.226,242.35,6.6,0,0,19
"3/12/2009","06:15:00",3.55502844068376,0.234,242.23,6.4,0,2,19
"3/12/2009","06:16:00",1.524,0.188,241.61,6.2,0,1,18
"3/12/2009","06:17:00",1.456,0.094,241.06,6,0,2,19
"3/12/2009","06:18:00",1.3057,0.098,242.71,6,0,1,18
"3/12/2009","06:19:00",1.81441395459688,0.1,243.19,6,0,1,19
